area_type,availability,location,size,total_sqft,bath,balcony,price
Appartment,Ready To Move,Old Golimar,2 BHK,1150,2,2,52
Plot,Ready To Move,Kehkashan,2 Bedroom,1.25Acres,2,2,200
House,Ready To Move,Kehkashan,3 Bedroom,2690,3,2,295
Appartment,Ready To Move,Napier Road,3 BHK,1200,2,2,42
Appartment,Ready To Move,Napier Road,2 BHK,86.72Sq. Meter,2,2,40
Appartment,Ready To Move,Kehkashan,3 BHK,2735,4,2,340
House,Ready To Move,Kehkashan,2 BHK,950,2,0,65
House,Ready To Move,Kehkashan,3 BHK,1491,3,3,40.5
Appartment,19-Jul,Kehkashan,2 BHK,1050,2,1,51.66
Appartment,22-Jun,Napier Road,3 BHK,1660,3,2,131
Appartment,Ready To Move,I I Chundrigar Road,2 BHK,1134,2,2,55
House,Ready To Move,I I Chundrigar Road,2 BHK,1100,2,1,60
Plot,Ready To Move,I I Chundrigar Road,4 Bedroom,800,4,,60
Plot,19-May,Zaibunnisa Street,2 Bedroom,1200,2,1,36.1
Plot,Ready To Move,Zaibunnisa Street,4 Bedroom,1200,4,3,240
Plot,Ready To Move,Zaibunnisa Street,3 Bedroom,980,3,1,80
Appartment,Ready To Move,Drigh Road,2 BHK,1080,2,1,37.8
Appartment,Ready To Move,Drigh Road,1 BHK,705,2,1,50
Appartment,Ready To Move,Napier Road,3 BHK,1200,2,2,35
Appartment,Ready To Move,Napier Road,2 BHK,1200,2,1,50
Appartment,21-Dec,Drigh Road,3 BHK,1804,3,2,127
House,Ready To Move,DHA Defence,2 BHK,750,2,0,20
Appartment,Ready To Move,North Nazimabad,2 BHK,420,1,1,25
House,Ready To Move,Saddar Town,4 BHK,2800,4,2,252
Appartment,18-May,Gulshan-e-Iqbal Town,2 BHK,1090,2,2,38.37
Plot,Ready To Move,Tariq Road,2 Bedroom,1500,2,0,230
House,Ready To Move,Clifton,3 BHK,1287,3,1,55
Appartment,Ready To Move,Frere Town,3 BHK,2215,4,2,157
Plot,Ready To Move,Nazimabad,4 Bedroom,2800,4,,375
House,Ready To Move,Khalid Bin Walid Road,2 BHK,1045,2,2,42.15
Appartment,19-Jul,Garden West,2 BHK,1263,2,1,47.36
Appartment,Ready To Move,Clifton,3 BHK,1431,3,2,85
Appartment,Ready To Move,Clifton,2 BHK,999,2,2,32.9
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1650,3,2,85.5
Appartment,Ready To Move,Malir,3 BHK,1535,3,1,72
Appartment,18-Apr,Mehmoodabad,4 BHK,2524,5,2,180
Appartment,21-Dec,Jamshed Town ,3 BHK,1300,3,2,69
Plot,Ready To Move,Clifton Block nine,3 Bedroom,600,3,2,125
Appartment,Ready To Move,DHA Phase seven,3 BHK,2095,3,2,150
Appartment,Ready To Move,DHA Phase six,1 BHK,284,1,1,8
Appartment,18-Jun,Dhoraji Colony,1 BHK,500,1,1,14
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1265,2,2,68
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1215,2,1,44.96
Plot,Ready To Move,North Karachi,2 Bedroom,2200,2,0,180
House,Ready To Move,Punjab Colony,2 BHK,1028,2,1,51
Appartment,Ready To Move, North Karachi,3 BHK,1835,2,,92
Appartment,Ready To Move,Airport Road,3 BHK,1800,3,3,65
Appartment,18-May,Kashmir Road,3 BHK,2077,3,3,175
Plot,Ready To Move,Clifton,4 Bedroom,2880,3,2,211
House,Ready To Move,Defence Garden,6 BHK,499,5,0,89
Appartment,Ready To Move,Kashmir Road,2 BHK,708,2,1,31.15
Appartment,Ready To Move,Navy Housing Scheme Karsaz,2 BHK,1200,2,3,120
House,Ready To Move,Clifton Block nine,2 BHK,925,2,1,46.25
House,18-Mar,DHA Defence,3 Bedroom,2826,3,1,148
Carpet  Area,20-Dec,North Nazimabad,1 BHK,381 - 535,1,0,33.66
House,Ready To Move,Saddar Town,4 Bedroom,3500,4,0,150
Plot,Ready To Move,Gulshan-e-Iqbal Town,4 Bedroom,5400,4,,250
Plot,Ready To Move,Tariq Road,4 Bedroom,1000,5,2,200
House,Ready To Move,Clifton,3 BHK,1450,2,1,90
Appartment,Ready To Move,Frere Town,2 BHK,1100,2,1,65
Appartment,Ready To Move,Nazimabad,2 BHK,1185,2,3,55
House,Ready To Move,Khalid Bin Walid Road,4 Bedroom,1900,4,2,80
Plot,Ready To Move,Garden West,2 Bedroom,1200,2,1,70
Appartment,20-Apr,Clifton,1 BHK,660,1,1,35
Appartment,Ready To Move,Clifton,3 BHK,1920,4,2,121
Plot,Ready To Move,Gulistan-e-Jauhar ,2 Bedroom,1200,2,0,130
House,Ready To Move,Malir,4 Bedroom,3418,,,222
Appartment,Ready To Move,Mehmoodabad,4 BHK,4550,2,1,240
Appartment,18-Sep,Jamshed Town ,2 BHK,1205,2,1,68.32
Appartment,Ready To Move,Clifton Block nine,2 BHK,1200,2,2,46
Appartment,Ready To Move,DHA Phase seven,3 BHK,1421,2,2,73
Appartment,18-Aug,DHA Phase six,3 BHK,1250,3,3,48.9
Appartment,19-Dec,Dhoraji Colony,1 BHK,524,1,1,29
House,Ready To Move,Cornish Society Scheme ,5 Bedroom,4200,5,,245
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1540,3,,90
Appartment,19-Nov,North Karachi,2 BHK,984,2,1,45.91
Appartment,20-Nov,Punjab Colony,2 BHK,985,2,1,50.17
House,18-Jun, North Karachi,4 BHK,2830,4,3,161
Appartment,Ready To Move,Airport Road,2 BHK,1140,2,3,60
House,Ready To Move,Kashmir Road,5 Bedroom,3600,5,3,130
Appartment,Ready To Move,Clifton,3 BHK,1410,2,3,44.42
Appartment,Ready To Move,Defence Garden,3 BHK,1700,2,2,86
Appartment,19-Dec,Kashmir Road,2 BHK,1230 - 1490,2,0,62.425
Plot,Ready To Move,Navy Housing Scheme Karsaz,4 Bedroom,1800,3,2,700
Appartment,18-Apr,Clifton Block nine,2 BHK,1333,2,1,86.65
Appartment,Ready To Move,Abid Town,2 BHK,1258,2,1,85.5
Appartment,Ready To Move,Gohar Green City,3 BHK,1458,2,2,87
House,Ready To Move,Hill Park,2 BHK,1386,2,1,85
House,18-Aug,Korangi Creek,2 BHK,1140,2,1,32.92
House,Ready To Move,Soldier Bazar,1 BHK,550,1,1,27
Appartment,Ready To Move,PECHS,2 BHK,1200,2,3,83
Appartment,Ready To Move,Garden East,2 BHK,1081,2,1,39
Appartment,Ready To Move,Karimabad,4 BHK,2135,3,2,149
House,18-Aug,Khayaban-e-Bukhari,4 Bedroom,2500,4,0,100
Appartment,Ready To Move,Jamshed Quarter,2 BHK,1178,2,1,80
Appartment,Ready To Move,Civic Centre,2 BHK,991,2,2,40
Appartment,Ready To Move,Korangi Road,3 BHK,1493,2,3,90
Appartment,Ready To Move,Sunset Boulevard,3 BHK,2495,3,3,130
Appartment,Ready To Move,Khayaban-e-Jami,2 BHK,1080,2,1,31.99
Appartment,Ready To Move,Khayaban-e-Ittehad,2 BHK,814,2,1,53
Appartment,Ready To Move,Khayaban-e-Bahria,2 BHK,1025,2,1,50
Appartment,21-Dec,Khayaban-e-Badban,2 BHK,1115,2,1,61
Appartment,Ready To Move,Khayaban-e-Hilal,4 BHK,3075,2,3,188
Plot,Ready To Move,Khayaban-e-Shahbaz,7 Bedroom,1900,3,0,162
Appartment,Ready To Move,Khayaban-e-Sehar,3 BHK,1760,3,2,160
Appartment,Ready To Move,Khayaban-e-Rahat,7 BHK,4000,8,1,150
House,Ready To Move,Khayaban-e-Muhafiz,4 Bedroom,3090,4,,350
House,Ready To Move,Khayaban-e-Bukhari,4 Bedroom,2700,4,3,295
Appartment,Ready To Move,Khayaban-e-Nishat,2 BHK,1175,2,2,52.86
Appartment,20-Dec,Commercial Avenue,4 BHK,4235,5,3,364
Appartment,Ready To Move,Khayaban-e-Hafiz,2 BHK,1100,2,2,45
Plot,Ready To Move,Khayaban-e-Muslim,8 Bedroom,1200,7,1,175
Appartment,Ready To Move,Khayaban-e-Shaheen,2 BHK,1450,2,2,50.75
Appartment,Ready To Move,Khayaban-e-Shujaat,3 BHK,1810,3,3,131
Appartment,Ready To Move,Jamshed Quarter,3 BHK,1426,2,3,71
House,Ready To Move,Saba Avenue,3 BHK,2400,2,3,195
House,Ready To Move,Beach Avenue,2 BHK,1100,2,1,70
Appartment,Ready To Move,Khayaban-e-Mujahid,1 BHK,650,1,1,35
Appartment,20-Dec,Khayaban-e-Janbaz,3 BHK,1350,3,2,47.25
Appartment,18-Dec,Khayaban-e-Shamsheer,2 BHK,900,2,1,27
Appartment,Ready To Move,Khayaban-e-Tanzeem,2 BHK,1360,2,3,110
Appartment,Ready To Move,Khayaban-e-Tauheed,1 BHK,674,1,1,36.85
Appartment,18-Jul,Khayabane-e-Amir Khusro,3 BHK,1655,3,2,110
Plot,Ready To Move,Khayaban-e-Tariq,2 Bedroom,1300,2,2,95
House,19-Mar,Khaliq-uz-Zaman,1 BHK,936,1,0,53
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1277,2,2,92
Appartment,Ready To Move,Muslimabad,2 BHK,1200,2,1,54
Appartment,Ready To Move,Gulshan-E-Iqbal one,2 BHK,1015,2,1,39.08
Appartment,Ready To Move,Gulshan-E-Iqbal two,2 BHK,1153,2,2,60
Appartment,Ready To Move,PIB Colony,2 BHK,1035,2,1,51.5
House,Ready To Move,DHA Defence,5 BHK,3300,3,1,255
Appartment,Ready To Move,North Nazimabad,2 BHK,1150,2,1,46
Appartment,Ready To Move,Saddar Town,2 BHK,1020,2,1,80
Appartment,18-Jun,Gulshan-e-Iqbal Town,4 BHK,3630 - 3800,6,0,212.5
Appartment,Ready To Move,Tariq Road,2 BHK,1160,2,1,95
Appartment,Ready To Move,Clifton,3 BHK,1075,2,1,31
House,Ready To Move,Frere Town,2 BHK,1225,2,2,72
Plot,Ready To Move,Nazimabad,4 Bedroom,5000,5,3,950
Plot,Ready To Move,Khalid Bin Walid Road,2 Bedroom,1600,2,1,160
Plot,Ready To Move,Garden West,2 Bedroom,600,1,0,90
House,Ready To Move,Clifton,3 BHK,1350,3,2,60
Appartment,21-Oct,Clifton,3 BHK,1300,3,1,69
Appartment,18-Dec,Gulistan-e-Jauhar ,2 BHK,830,2,1,36.28
Appartment,Ready To Move,Malir,2 BHK,1155,2,1,69.18
Appartment,Ready To Move,Mehmoodabad,4 BHK,3126,5,3,345
Appartment,Ready To Move,Jamshed Town ,2 BHK,905,2,2,55
Appartment,Ready To Move,Clifton Block nine,3 BHK,1375,2,0,75
Plot,Immediate Possession,DHA Phase seven,,1575,,,31.11
Appartment,18-Apr,DHA Phase six,2 BHK,1140,2,2,33.84
Appartment,Ready To Move,Dhoraji Colony,3 BHK,1550,2,2,60
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,957,2,1,55
House,Ready To Move,Cornish Society Scheme ,2 BHK,890,2,2,45
Appartment,Ready To Move,North Karachi,4 BHK,3000,4,2,235
Appartment,Ready To Move,Punjab Colony,2 BHK,1070,2,1,55
Plot,Ready To Move, North Karachi,5 Bedroom,2400,5,1,150
Plot,Ready To Move,Airport Road,4 Bedroom,2400,4,2,595
Appartment,Ready To Move,Kashmir Road,2 BHK,925,2,1,37
House,Ready To Move,Clifton,2 BHK,1415,2,2,60
Plot,Ready To Move,Defence Garden,1 Bedroom,500,2,0,80
Appartment,Ready To Move,Kashmir Road,2 BHK,1225,2,1,37
House,Ready To Move,Navy Housing Scheme Karsaz,4 Bedroom,2000,4,0,90
Appartment,19-Dec,Clifton Block nine,1 BHK,840,1,1,57
Plot,Ready To Move,DHA Defence,9 Bedroom,1560,9,,200
Appartment,18-Dec,North Nazimabad,3 BHK,1732,3,1,112
Plot,Ready To Move,Saddar Town,1 Bedroom,1200,1,0,45
Appartment,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,1260,2,1,69.9
Appartment,Ready To Move,Tariq Road,2 BHK,1092,2,1,49
Appartment,Ready To Move,Clifton,2 BHK,827,2,0,34
Appartment,Ready To Move,Frere Town,2 BHK,1357,2,2,54
Appartment,Ready To Move,Nazimabad,2 BHK,650,1,1,40
Appartment,Ready To Move,Khalid Bin Walid Road,3 BHK,1370,2,1,54.79
Appartment,Ready To Move,Garden West,3 BHK,1725,3,2,106
House,Ready To Move,Clifton,2 BHK,1000,2,0,70
Plot,Ready To Move,Clifton,1 Bedroom,1350,1,0,55
Plot,Ready To Move,Gulistan-e-Jauhar ,4 Bedroom,3200,4,2,350
Appartment,Ready To Move,Malir,3 BHK,1717,3,2,110
Appartment,21-Dec,Mehmoodabad,2 BHK,700,2,1,34
Appartment,Ready To Move,Jamshed Town ,2 BHK,800,2,1,32
Appartment,Ready To Move,Clifton Block nine,3 BHK,2367,4,3,340
Appartment,Ready To Move,DHA Phase seven,3 BHK,1415,2,1,65
Appartment,19-Dec,DHA Phase six,3 BHK,1976,3,1,145
Appartment,Ready To Move,Dhoraji Colony,2 BHK,883,2,1,37.01
Appartment,Ready To Move,Cornish Society Scheme ,1 BHK,700,1,1,38
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1445,3,1,50
Appartment,19-Dec,North Karachi,3 BHK,2082,3,2,104
Appartment,Ready To Move,Punjab Colony,2 BHK,1140,2,2,46
Appartment,Ready To Move, North Karachi,2 BHK,933,2,1,66
Plot,Ready To Move,Airport Road,4 Bedroom,800,5,1,95.5
House,Ready To Move,Kashmir Road,2 BHK,1155,2,1,57
Appartment,Ready To Move,Clifton,2 BHK,1130,2,1,36
Appartment,Ready To Move,Defence Garden,2 BHK,1200,2,2,73.2
Appartment,Ready To Move,Kashmir Road,2 BHK,1055,2,1,43
Appartment,Ready To Move,Navy Housing Scheme Karsaz,3 BHK,1555,3,2,125
Appartment,Ready To Move,Clifton Block nine,3 BHK,1420,3,2,62
Appartment,20-Apr,Abid Town,3 BHK,2214,3,2,350
Appartment,18-Apr,Gohar Green City,1 BHK,658,1,1,26.91
Carpet  Area,18-Dec,Hill Park,2 BHK,896.9,2,1,78.74
Plot,Ready To Move,Korangi Creek,4 Bedroom,4000,3,2,750
House,Ready To Move,Soldier Bazar,2 BHK,1035,2,2,40
Plot,Ready To Move,PECHS,4 Bedroom,2064,5,2,225
Appartment,Ready To Move,Garden East,3 BHK,1839,3,3,160
Appartment,Ready To Move,Karimabad,2 BHK,1200,2,2,44
House,Ready To Move,Khayaban-e-Bukhari,1 BHK,488,1,1,20
House,Ready To Move,Jamshed Quarter,3 BHK,1200,2,1,198
House,Ready To Move,Civic Centre,5 Bedroom,2760,5,,140
Appartment,Ready To Move,Korangi Road,2 BHK,993,2,2,42
Appartment,Ready To Move,Sunset Boulevard,2 BHK,1225,2,1,45
Plot,Ready To Move,Khayaban-e-Jami,2 Bedroom,900,2,0,55
Plot,18-Feb,Khayaban-e-Ittehad,9 Bedroom,1200,13,,150
House,Ready To Move,Khayaban-e-Bahria,2 BHK,825,2,1,32
Appartment,Ready To Move,Khayaban-e-Badban,4 BHK,3596,4,2,359
Plot,Ready To Move,Khayaban-e-Hilal,6 Bedroom,1350,4,1,203
Appartment,Ready To Move,Khayaban-e-Shahbaz,3 BHK,1800,3,3,92
Appartment,Ready To Move,Khayaban-e-Sehar,2 BHK,925,2,1,100
Appartment,21-Mar,Khayaban-e-Rahat,2 BHK,1167,2,1,63
Appartment,Ready To Move,Khayaban-e-Muhafiz,2 BHK,1150,2,1,41
Appartment,18-Aug,Khayaban-e-Bukhari,1 BHK,650,1,1,50
House,Ready To Move,Khayaban-e-Nishat,1 BHK,675,1,1,27
Plot,Ready To Move,Commercial Avenue,2 Bedroom,2260,3,1,90
Appartment,18-Apr,Khayaban-e-Hafiz,1 BHK,660 - 780,1,0,32.39
Plot,Ready To Move,Khayaban-e-Muslim,3 Bedroom,4800,4,2,600
Appartment,Ready To Move,Khayaban-e-Shaheen,2 BHK,1100,2,1,58
Appartment,Ready To Move,Khayaban-e-Shujaat,2 BHK,550,1,1,20
Appartment,Ready To Move,Jamshed Quarter,3 BHK,1330,2,1,58
Appartment,Ready To Move,Saba Avenue,2 BHK,1320,2,1,160
Appartment,Ready To Move,Beach Avenue,3 BHK,1685,4,2,185
Appartment,Ready To Move,Khayaban-e-Mujahid,6 BHK,2400,5,2,75
Appartment,18-Apr,Khayaban-e-Janbaz,3 BHK,1770,3,3,108
Appartment,Ready To Move,Khayaban-e-Shamsheer,3 BHK,2100,3,3,125
Appartment,Ready To Move,Khayaban-e-Tanzeem,2 BHK,1000,2,3,42
Plot,Ready To Move,Khayaban-e-Tauheed,4 Bedroom,600,5,1,105
Plot,Ready To Move,Khayabane-e-Amir Khusro,4 Bedroom,2916,5,1,230
Appartment,Ready To Move,Khayaban-e-Tariq,3 BHK,1419.59,2,1,65
Appartment,Ready To Move,Khaliq-uz-Zaman,3 BHK,1400,3,,81
House,Ready To Move,Dhoraji Colony,2 BHK,750,2,1,37.49
Appartment,Ready To Move,Muslimabad,2 BHK,1070,2,1,87
Appartment,18-Dec,Gulshan-E-Iqbal one,3 BHK,1536,3,1,107
House,Ready To Move,Gulshan-E-Iqbal two,3 BHK,1710,3,2,210
Carpet  Area,Ready To Move,PIB Colony,3 BHK,2400,3,3,196
Appartment,18-Mar,DHA Defence,3 BHK,1618 - 1929,,,102.92
Appartment,18-Apr,North Nazimabad,2 BHK,1342,2,1,72
Appartment,Ready To Move,Saddar Town,3 BHK,1600,3,2,130
Appartment,19-Dec,Gulshan-e-Iqbal Town,1 BHK,938,1,1,50
Appartment,Ready To Move,Tariq Road,3 BHK,1820,3,2,99
Appartment,Ready To Move,Clifton,4 BHK,2439,4,3,170
Appartment,Ready To Move,Frere Town,3 BHK,1665,3,2,78
Appartment,Ready To Move,Nazimabad,3 BHK,1850,3,2,150
House,Ready To Move,Khalid Bin Walid Road,2 BHK,1091,2,1,40
Appartment,18-Apr,Garden West,2 BHK,1346,2,1,74.03
Appartment,Ready To Move,Clifton,3 BHK,1720,3,2,224
House,Ready To Move,Clifton,4 Bedroom,3675,4,3,176
Appartment,18-Jun,Gulistan-e-Jauhar ,2 BHK,1060,2,2,33.95
House,18-Dec,Malir,2 BHK,1059,2,1,57
Appartment,Ready To Move,Mehmoodabad,2 BHK,1299,2,1,97
Appartment,Ready To Move,Jamshed Town ,3 BHK,1491,3,2,85
House,Ready To Move,Clifton Block nine,2 BHK,1200,2,2,85
House,Ready To Move,DHA Phase seven,4 Bedroom,2088,5,0,110
Appartment,Ready To Move,DHA Phase six,1 BHK,581,1,1,29
Appartment,Ready To Move,Dhoraji Colony,2 BHK,1296,2,2,70
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1125,2,1,55
House,Ready To Move,Cornish Society Scheme ,3 BHK,1275,3,1,70
Appartment,Ready To Move,North Karachi,2 BHK,1095,2,2,55
Plot,Ready To Move,Punjab Colony,5 Bedroom,10000,4,2,975
Appartment,Ready To Move, North Karachi,2 BHK,1330,2,2,74
Appartment,Ready To Move,Airport Road,2 BHK,1135,2,2,60
Appartment,Ready To Move,Kashmir Road,1 BHK,516,1,1,39
Appartment,Ready To Move,Clifton,2 BHK,1194,2,1,51
Plot,Ready To Move,Defence Garden,5 Bedroom,2250,5,,240
Appartment,Ready To Move,Kashmir Road,2 BHK,770,1,1,38
Appartment,Ready To Move,Navy Housing Scheme Karsaz,4 BHK,3930,5,2,330
Appartment,18-May,Clifton Block nine,3 BHK,1355,3,2,54.2
House,Ready To Move,DHA Defence,8 Bedroom,3000,8,0,150
House,Ready To Move,North Nazimabad,4 BHK,2569,4,1,175
House,Ready To Move,Saddar Town,4 Bedroom,3758,4,2,450
Appartment,Ready To Move,Gulshan-e-Iqbal Town,2 BHK,1116,2,3,51.91
Appartment,Ready To Move,Tariq Road,3 BHK,1707,3,2,115
Plot,18-Apr,Clifton,5 Bedroom,1200,5,1,225
Appartment,Ready To Move,Frere Town,2 BHK,1070,2,2,49
House,Ready To Move,Nazimabad,4 Bedroom,6000,4,,410
Appartment,18-Apr,Khalid Bin Walid Road,3 BHK,1240,2,1,83
Appartment,19-Dec,Garden West,2 BHK,1300,2,1,91.65
Appartment,Ready To Move,Clifton,2 BHK,1700,2,2,76
Appartment,Ready To Move,Clifton,3 BHK,1383,2,2,76.18
House,Ready To Move,Gulistan-e-Jauhar ,5 Bedroom,3000,4,3,170
House,18-Dec,Malir,2 BHK,1200,2,1,34.65
Appartment,Ready To Move,Mehmoodabad,2 BHK,935,2,3,45
Appartment,Ready To Move,Jamshed Town ,3 BHK,2072,4,2,151
House,Ready To Move,Clifton Block nine,4 Bedroom,2200,3,1,225
Appartment,Ready To Move,DHA Phase seven,1 BHK,615,1,1,46
Appartment,Ready To Move,DHA Phase six,2 BHK,1116,2,1,45
Appartment,18-Dec,Dhoraji Colony,3 BHK,1639,3,2,107
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1839,3,2,130
Appartment,Ready To Move,Cornish Society Scheme ,2 BHK,1300,2,2,63
Appartment,Ready To Move,North Karachi,1 BHK,625,1,1,27
Appartment,18-May,Punjab Colony,1 BHK,933,1,1,61
Appartment,Ready To Move, North Karachi,3 BHK,2289,3,3,180
House,Ready To Move,Airport Road,3 Bedroom,2316,3,0,125
Appartment,18-May,Kashmir Road,2 BHK,1005,2,1,39.77
House,Ready To Move,Clifton,2 BHK,1080,2,1,38
Plot,Ready To Move,Defence Garden,7 Bedroom,1200,5,3,185
Appartment,Ready To Move,Kashmir Road,2 BHK,910,2,3,36
Plot,Ready To Move,Navy Housing Scheme Karsaz,2 Bedroom,1200,2,0,73
Appartment,Ready To Move,Clifton Block nine,2 BHK,1110,2,1,39.9
Appartment,Ready To Move,Abid Town,2 BHK,1142,2,2,56
Carpet  Area,Ready To Move,Gohar Green City,5 Bedroom,4000,4,3,240
Plot,18-Mar,Hill Park,3 Bedroom,1800,3,1,204
Appartment,Ready To Move,Korangi Creek,2 BHK,1005,2,1,55
House,18-Apr,Soldier Bazar,3 BHK,1626.6,3,1,133
Appartment,Ready To Move,PECHS,2 BHK,1074,2,2,54
Carpet  Area,Ready To Move,Garden East,2 BHK,1230,2,0,80
Appartment,Ready To Move,Karimabad,2 BHK,660,1,1,23
House,Ready To Move,Khayaban-e-Bukhari,2 BHK,1007,2,2,48
Plot,Ready To Move,Jamshed Quarter,4 Bedroom,1050,6,1,74
House,20-Dec,Civic Centre,3 BHK,1820,3,2,113
Appartment,Ready To Move,Korangi Road,2 BHK,1100,2,1,60
Plot,Ready To Move,Sunset Boulevard,2 Bedroom,1348,2,0,100
Appartment,Ready To Move,Khayaban-e-Jami,2 BHK,1230,2,2,66.25
Appartment,18-May,Khayaban-e-Ittehad,3 BHK,1176,2,1,37.62
Appartment,Ready To Move,Khayaban-e-Bahria,3 BHK,1590,3,2,57
House,Ready To Move,Khayaban-e-Badban,2 BHK,1200,2,1,78
House,18-Jun,Khayaban-e-Hilal,2 BHK,1298,2,1,65
Appartment,18-Jul,Khayaban-e-Shahbaz,2 BHK,1161,2,1,55.15
Plot,Ready To Move,Khayaban-e-Sehar,4 Bedroom,1350,4,0,175
Plot,Ready To Move,Khayaban-e-Rahat,5 Bedroom,1200,5,2,138
Appartment,Ready To Move,Khayaban-e-Muhafiz,2 BHK,1285,2,1,60
Appartment,17-Jun,Khayaban-e-Bukhari,3 BHK,1644,3,2,92.59
Appartment,Ready To Move,Khayaban-e-Nishat,3 BHK,1819,3,1,150
Appartment,Ready To Move,Commercial Avenue,2 BHK,1205,2,1,85
Appartment,Ready To Move,Khayaban-e-Hafiz,3 BHK,2350,3,3,300
Appartment,Ready To Move,Khayaban-e-Muslim,2 BHK,1050,2,1,42
Appartment,Ready To Move,Khayaban-e-Shaheen,2 BHK,1270,2,2,62
Appartment,18-Jun,Khayaban-e-Shujaat,3 BHK,1240,2,2,39.89
Appartment,Ready To Move,Jamshed Quarter,3 BHK,1221,3,3,70
House,Ready To Move,Saba Avenue,3 BHK,840,2,2,35
Appartment,Ready To Move,Beach Avenue,2 BHK,1339,2,2,63
Appartment,Ready To Move,Khayaban-e-Mujahid,4 BHK,4303,5,,300
Appartment,Ready To Move,Khayaban-e-Janbaz,2 BHK,1315,2,1,85
Appartment,Ready To Move,Khayaban-e-Shamsheer,2 BHK,1250,2,2,68
Appartment,Ready To Move,Khayaban-e-Tanzeem,2 BHK,850,2,1,27
Appartment,Ready To Move,Khayaban-e-Tauheed,3 BHK,1600,2,2,110
House,Ready To Move,Khayabane-e-Amir Khusro,2 BHK,1250,2,1,62
Appartment,Ready To Move,Khayaban-e-Tariq,3 BHK,1312,2,1,56.5
Appartment,Ready To Move,Khaliq-uz-Zaman,4 BHK,3000,4,0,134
House,Ready To Move,Dhoraji Colony,2 BHK,1300,2,2,28
House,Ready To Move,Muslimabad,3 BHK,1990,3,3,98
Appartment,Ready To Move,Gulshan-E-Iqbal one,2 BHK,760,2,2,38.5
Plot,Ready To Move,Gulshan-E-Iqbal two,4 Bedroom,5000,4,2,536
Appartment,Ready To Move,PIB Colony,3 BHK,1614,2,2,59
Plot,Ready To Move,DHA Defence,4 Bedroom,1500,3,2,162
Appartment,Ready To Move,North Nazimabad,3 BHK,1182,2,1,60.1
Appartment,Ready To Move,Saddar Town,2 BHK,1053,2,1,46.29
House,Ready To Move,Gulshan-e-Iqbal Town,1 BHK,750,1,1,105
Appartment,Ready To Move,Tariq Road,3 BHK,2000,3,3,125
House,18-May,Clifton,3 BHK,1940,4,3,116
Appartment,18-Dec,Frere Town,3 BHK,1590,3,2,105
Appartment,18-Oct,Nazimabad,2 BHK,1035,2,2,52.79
Appartment,Ready To Move,Khalid Bin Walid Road,2 BHK,1075,2,2,53
Plot,Ready To Move,Garden West,2 Bedroom,900,2,0,55
Appartment,Ready To Move,Clifton,3 BHK,1260,2,1,62
Plot,Ready To Move,Clifton,6 Bedroom,1200,5,0,260
Appartment,Ready To Move,Gulistan-e-Jauhar ,3 BHK,1702,3,2,107
Appartment,Ready To Move,Malir,3 BHK,1080,2,2,65
House,Ready To Move,Mehmoodabad,2 BHK,1189,2,1,45
Appartment,Ready To Move,Jamshed Town ,2 BHK,1035,2,1,39
Appartment,18-Aug,Clifton Block nine,2 BHK,1200,2,1,36
Plot,Ready To Move,DHA Phase seven,8 Bedroom,4482,6,2,852
Plot,Ready To Move,DHA Phase six,3 Bedroom,1200,3,0,200
Appartment,20-Oct,Dhoraji Colony,3 BHK,1300,3,1,69
Appartment,19-Apr,Cornish Society Scheme ,2 BHK,1330,2,1,93.65
Appartment,Ready To Move,Cornish Society Scheme ,3 BHK,1210,2,1,65
House,Ready To Move,North Karachi,3 BHK,1350,2,2,54.2
Appartment,Ready To Move,Punjab Colony,3 BHK,1900,2,2,65
Appartment,Ready To Move, North Karachi,3 BHK,1935,4,2,125
Appartment,Ready To Move,Airport Road,3 BHK,1410,3,3,90
Appartment,Ready To Move,Kashmir Road,2 BHK,1469,2,2,99.14
Appartment,Ready To Move,Clifton,2 BHK,986,2,1,30
Appartment,Ready To Move,Defence Garden,3 BHK,1460,2,2,87
Appartment,19-Jan,Kashmir Road,3 BHK,1260,2,2,85.05
Appartment,Ready To Move,Navy Housing Scheme Karsaz,3 BHK,1345,2,2,39.5
Appartment,Ready To Move,Clifton Block nine,2 BHK,980,2,1,57
House,Ready To Move,DHA Defence,2 BHK,1164,2,2,75
Appartment,Ready To Move,North Nazimabad,2 BHK,929,1,2,51
House,Ready To Move,Saddar Town,2 BHK,1065,2,1,70
Appartment,20-Jun,Gulshan-e-Iqbal Town,2 BHK,1150 - 1194,2,0,56.725
Appartment,Ready To Move,Tariq Road,3 BHK,3000,3,1,265
Appartment,18-Apr,Clifton,2 BHK,1020,2,1,30.27
Appartment,Ready To Move,Frere Town,3 BHK,1362,3,1,62.63
